,x1,x2,x3,x4,x5,x6,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,Unnamed: 27,Unnamed: 28
1253,id134418,7,samsung_SM-A310F,AU,1,2002,0.0,16,0,2,0,0.0,0.10526315789999999,0.0,38,samsung,0,7,0,0,1,0,0,False,,,,,
1254,id135338,8.1.0,samsung_SM-J727P,US,0,2003,0.0,15,0,3,1,0.0,0.196969697,0.0,66,samsung,0,8,0,0,0,1,0,True,,,,,
1255,id121858,8.1.0,HMD Global_TA-1053,FR,0,1991,0.0,27,0,1,0,0.0,0.05,0.0,20,HMD Global,0,8,0,0,0,1,1,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1256,id68785,5,samsung_SM-N900V,US,0,1999,0.0,19,0,1,0,0.0,0.07407407407000001,0.0,81,samsung,0,5,0,0,0,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1257,id133682,7.1.2,LGE_LG-SP200,US,0,1971,0.0,47,0,2,2,0.02222222222,0.08888888889,0.0,45,LGE,0,7,0,0,0,0,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1258,id73994,7,samsung_SM-G930F,SE,0,1991,0.0,27,0,0,0,0.0,0.06896551724,0.0,58,samsung,0,7,0,0,0,0,0,True,554645171573317162,WjFQM4JBh,,,
1259,id78403,8.0.0,samsung_SM-J400G,NZ,0,1973,0.0,45,0,0,0,0.03448275862,0.1034482759,0.0,29,samsung,0,8,0,0,0,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1260,id85830,8.0.0,samsung_SM-J330FN,FR,0,1978,0.0,40,0,0,0,0.020408163269999998,0.2040816327,0.0,49,samsung,0,8,0,0,0,1,1,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1261,id7170,5.1,Cellcom_EverMiracle S,FR,0,1983,0.0,35,0,3,0,0.0,0.05797101449,0.0,69,Cellcom,1,5,0,0,0,0,1,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1262,id83092,6.0.1,ZTE_Z718TL,US,1,1988,0.0,30,0,0,0,0.0,0.03225806452,0.0,31,ZTE,0,6,0,0,1,0,0,False,,,,,
1263,id13570,5.1,HTC_HTCD100LVWPP,US,0,1972,0.0,46,0,5,0,0.0,0.275862069,0.0,29,HTC,0,5,0,0,0,0,0,False,,,,,
1264,id59519,8.0.0,samsung_SM-G950F,SG,0,1995,0.0,23,0,3,0,0.01449275362,0.2898550725,0.0,69,samsung,0,8,0,0,0,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1265,id2143,7,LGE_LG-LS777,US,0,1991,0.0,27,0,3,1,0.0,0.25,1.0,44,LGE,0,7,1,0,0,0,0,True,,,,,
1266,id132182,7.1.1,OPPO_CPH1719,SG,0,1987,0.0,31,0,0,0,0.0,0.019867549669999998,0.0,151,OPPO,0,7,0,0,0,0,0,False,574253038517356133,Facebook,Play Games. Earn Money.,,
1267,id38434,8.1.0,OPPO_CPH1851,SG,0,2000,0.0,18,0,2,1,0.024844720499999997,0.012422360249999998,0.0,161,OPPO,0,8,0,0,0,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1268,id80336,8.1.0,OPPO_CPH1877,SG,0,1997,0.0,21,0,5,0,0.01578947368,0.06842105262999999,0.0,190,OPPO,0,8,0,0,0,1,0,False,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1269,id62902,7,samsung_SM-G920F,GB,0,2000,0.0,18,0,1,1,0.06349206349,0.14285714289999998,0.0,63,samsung,0,7,0,0,0,0,0,True,,,,,
1270,id91278,8.0.0,samsung_SM-A520F,SE,1,1983,0.0,35,0,4,1,0.0119047619,0.15476190480000002,0.0,84,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1271,id138661,8.0.0,samsung_SM-A320FL,GB,1,1980,0.0,38,0,0,0,0.0,0.04444444444,0.0,45,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1272,id19933,9,samsung_SM-G960U,US,1,1996,0.0,22,0,0,2,0.06666666667,0.03333333333,0.0,90,samsung,0,9,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1273,id39966,8.1.0,HUAWEI_SNE-LX1,FR,0,1989,0.0,29,0,5,1,0.02985074627,0.41791044780000003,0.0,67,HUAWEI,0,8,0,0,0,1,1,False,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1274,id38680,8.0.0,samsung_SM-G955F,NO,0,1985,0.0,33,0,3,0,0.04385964912,0.1140350877,0.0,114,samsung,0,8,0,0,0,1,0,True,578274137794105583,Facebook,Play Games Earn Money,,
1275,id16910,7,LGE_LG-LS777,US,1,1982,0.0,36,0,4,1,0.03225806452,0.1451612903,0.0,62,LGE,0,7,0,0,1,0,0,True,568854315415129371,Facebook,Amazon,,
1276,id22957,8.0.0,HUAWEI_ATU-L11,GB,2,1985,0.0,33,0,4,0,0.04166666667,0.4166666667,0.0,24,HUAWEI,0,8,0,0,0,1,0,False,546332000542602403,rJCLgqHf7,,,
1277,id110972,8.1.0,samsung_SM-J727T1,US,0,1989,0.0,29,0,1,1,0.01515151515,0.2878787879,0.0,66,samsung,0,8,0,0,0,1,0,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1278,id136808,8.0.0,samsung_SM-A320FL,FR,0,1998,0.0,20,0,2,0,0.0,0.11320754720000001,0.0,53,samsung,0,8,0,0,0,1,1,True,,,,,
1279,id28242,7,LGE_LG-LS777,US,1,1984,0.0,34,0,0,1,0.019230769230000003,0.1538461538,0.0,52,LGE,0,7,0,0,1,0,0,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1280,id88070,8.0.0,motorola_moto e5 play,US,0,1982,0.0,36,0,1,0,0.05555555556,0.22222222219999999,0.0,36,motorola,0,8,0,0,0,1,0,False,,,,,
1281,id44772,8.0.0,samsung_SM-N950U,US,1,1998,0.0,20,0,1,1,0.0,0.11764705880000001,0.0,85,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1282,id49456,8.0.0,samsung_SM-G960F,SG,1,1990,0.0,28,0,1,0,0.1014492754,0.1594202899,0.0,69,samsung,0,8,0,0,1,1,0,True,574249797825982883,Facebook,Gamer GIftcards,,
1283,id100188,7,samsung_SM-N920V,US,1,1978,0.0,40,0,0,0,0.028571428569999998,0.1,0.0,70,samsung,0,7,0,0,1,0,0,True,591321179575821849,FPv8X7z7b,,,
1284,id93766,8.0.0,samsung_SM-A320FL,GB,1,1998,0.0,20,0,3,0,0.020408163269999998,0.1836734694,0.0,49,samsung,0,8,0,0,1,1,0,True,,,,,
1285,id1560,8.0.0,samsung_SM-G950U,US,1,1988,0.0,30,0,1,3,0.0198019802,0.10891089109999999,0.0,101,samsung,0,8,0,0,1,1,0,True,,,,,
1286,id8723,7,samsung_SM-J327T1,US,1,1989,0.0,29,0,3,0,0.03076923077,0.4,0.0,65,samsung,0,7,0,0,1,0,0,True,,,,,
1287,id5269,8.0.0,samsung_SAMSUNG-SM-G930A,US,1,1994,0.0,24,0,2,2,0.0462962963,0.08333333333,0.0,108,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1288,id142506,8.0.0,samsung_SM-G960U,US,2,1955,0.0,63,0,4,1,0.0,0.1228070175,0.0,57,samsung,0,8,0,0,0,1,0,True,,,,,
1289,id95916,5.1.1,samsung_SM-N920I,US,0,1998,0.0,20,0,2,0,0.025,0.075,0.0,40,samsung,0,5,0,0,0,0,0,True,573880939902959083,Facebook,Fortnite,,
1290,id41860,8.1.0,TCL_REVVL 2,US,0,1995,0.0,23,0,0,0,0.019230769230000003,0.1346153846,0.0,52,TCL,0,8,0,0,0,1,0,False,,,,,
1291,id119304,8.0.0,samsung_SM-G935F,DK,0,1991,0.0,27,0,5,1,0.03246753247,0.1558441558,0.0,154,samsung,0,8,0,0,0,1,0,True,578274137794105583,Facebook,Play Games Earn Money,,
1292,id82702,7.1.1,OnePlus_ONEPLUS A3010,FR,0,2000,0.0,18,0,0,0,0.0,0.0,0.0,5,OnePlus,0,7,0,0,0,0,1,True,,,,,
1293,id63681,8.1.0,Xiaomi_Redmi Note 5,FR,0,2000,0.0,18,0,1,0,0.0,0.04761904762,0.0,63,Xiaomi,0,8,0,0,0,1,1,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1294,id136801,7,samsung_SM-J327T1,US,0,2001,0.0,17,0,4,2,0.0,0.23255813949999998,0.0,43,samsung,0,7,0,0,0,0,0,True,573880939902959083,Facebook,Fortnite,,
1295,id110150,8.0.0,HUAWEI_BND-L34,US,0,2000,0.0,18,0,3,1,0.0,0.21875,0.0,32,HUAWEI,0,8,0,0,0,1,0,False,576465400783883159,Facebook,Gamer Giftcards,,
1296,id46457,6.0.1,HUAWEI_HUAWEI RIO-L01,CA,0,2001,0.0,17,0,2,0,0.05154639175,0.1443298969,0.0,97,HUAWEI,0,6,0,0,0,0,0,False,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
1297,id26771,6.0.1,samsung_SM-J327P,US,1,1980,0.0,38,0,4,2,0.03846153846000001,0.23076923079999997,0.0,52,samsung,0,6,0,0,1,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1298,id90766,8.1.0,LGE_LML212VL,US,0,1995,0.0,23,0,2,0,0.0,0.15,0.0,40,LGE,0,8,0,0,0,1,0,True,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
1299,id66819,6.0.1,samsung_SM-G900F,GB,0,1995,0.0,23,0,0,0,0.0,0.02702702703,0.0,37,samsung,0,6,0,0,0,0,0,False,573880939902959083,Facebook,Fortnite,,
1300,id101193,7.1.1,motorola_Moto E (4),US,0,1990,0.0,28,0,1,0,0.0,0.2820512821,0.0,39,motorola,0,7,0,0,0,0,0,False,,,,,
1301,id64070,8.0.0,samsung_SM-G965U,US,0,2000,0.0,18,0,4,3,0.04545454545,0.05303030303,0.0,132,samsung,0,8,0,0,0,1,0,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1302,id65155,6.0.1,samsung_SM-S727VL,US,0,1995,0.0,23,0,3,0,0.0,0.24444444440000002,0.0,45,samsung,0,6,0,0,0,0,0,True,512399732703117729,Facebook,Play Games. Earn Money.,,
1303,id6489,8.0.0,motorola_moto e5 play,US,0,1979,0.0,39,0,0,0,0.0,0.03846153846000001,0.0,26,motorola,0,8,0,0,0,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1304,id374,6.0.1,samsung_SAMSUNG-SM-J120A,US,1,2000,0.0,18,0,1,1,0.0,0.0303030303,0.0,33,samsung,0,6,0,0,1,0,0,False,282202902410497492,YouTube,Mistplay Android/iOS,,
1305,id100838,6,HUAWEI_BG2-W09,GB,1,1987,0.0,31,0,1,0,0.0,0.1,0.0,20,HUAWEI,0,6,0,0,1,0,0,False,282202902410497492,YouTube,Mistplay Android/iOS,,
1306,id110201,8.1.0,samsung_SM-N960F,NZ,0,1981,0.0,37,0,0,0,0.08620689655,0.09482758621,0.0,116,samsung,0,8,0,0,0,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1307,id588,9,Google_Pixel 3,US,0,2000,0.0,18,0,3,2,0.1168831169,0.3116883117,0.0,77,Google,0,9,0,0,0,1,0,True,,,,,
1308,id44795,7,HUAWEI_PRA-LX1,GB,0,2000,0.0,18,0,2,0,0.0,0.380952381,0.0,21,HUAWEI,0,7,0,0,0,0,0,False,573880939902959083,Facebook,Fortnite,,
1309,id34187,8.0.0,samsung_SM-G930V,US,1,1962,0.0,56,0,6,0,0.1283783784,0.25,0.0,148,samsung,0,8,0,0,1,1,0,True,,,,,
1310,id8012,8.0.0,samsung_SM-G955F,NZ,1,1992,0.0,26,0,3,1,0.01680672269,0.4369747899,0.0,119,samsung,0,8,0,0,1,1,0,True,574253038517356133,Facebook,Play Games. Earn Money.,,
1311,id87441,6.0.1,LGE_LGLS755,US,0,1997,8.0,21,0,2,3,0.018867924530000003,0.09433962264000001,0.0,53,LGE,0,6,0,0,0,0,0,False,586206336715673895,Facebook,Copy Tests,,
1312,id132510,8.0.0,samsung_SM-N950F,AU,1,1993,0.0,25,0,7,2,0.03436426117,0.15807560140000002,0.0,291,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1313,id36894,8.0.0,HUAWEI_ANE-LX1,GB,1,1973,0.0,45,0,7,2,0.0462962963,0.2685185185,0.0,108,HUAWEI,0,8,0,0,1,1,0,True,576422175842834761,Facebook,Yahtzee,,
1314,id95465,8.1.0,LGE_LM-Q710.FG,US,0,2002,0.0,16,0,0,0,0.0,0.2647058824,0.0,34,LGE,0,8,0,0,0,1,0,True,576465400783883159,Facebook,Gamer Giftcards,,
1315,id40606,8.0.0,samsung_SM-G935V,US,1,1965,0.0,53,0,4,1,0.026548672569999997,0.2389380531,0.0,113,samsung,0,8,0,0,1,1,0,True,,,,,
1316,id75344,7.1.1,ALCATEL_A574BL,US,1,1986,0.0,32,0,6,0,0.0,0.2253521127,0.0,71,ALCATEL,0,7,0,0,1,0,0,False,,,,,
1317,id92413,7.1.1,samsung_SM-T560NU,CA,1,1968,0.0,50,0,5,1,0.03333333333,0.2166666667,0.0,60,samsung,0,7,0,0,1,0,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1318,id138280,7.1.1,samsung_SM-J250G,AU,0,2000,0.0,18,0,1,0,0.0,0.2894736842,0.0,38,samsung,0,7,0,0,0,0,0,False,574253038517356133,Facebook,Play Games. Earn Money.,,
1319,id140782,7,samsung_SM-J327R7,US,0,1989,0.0,29,0,0,0,0.028571428569999998,0.2285714286,0.0,35,samsung,0,7,0,0,0,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1320,id87262,7,AlcatelOneTouch_5049Z,US,1,1991,0.0,27,0,7,0,0.08474576270999999,0.16949152539999998,0.0,118,AlcatelOneTouch,0,7,0,0,1,0,0,True,578596448757830182,Facebook,Pirate Kings,,
1321,id28320,8.1.0,Alcatel_A502DL,US,0,2001,0.0,17,0,3,0,0.0,0.22222222219999999,0.0,45,Alcatel,0,8,0,0,0,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1322,id60227,8.0.0,motorola_moto e5 plus,US,1,1973,0.0,45,0,2,2,0.018867924530000003,0.09433962264000001,0.0,53,motorola,0,8,0,0,1,1,0,True,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
1323,id89303,7.1.1,ZTE_Z982,US,0,1999,0.0,19,0,5,1,0.030927835049999998,0.2164948454,0.0,97,ZTE,0,7,0,0,0,0,0,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1324,id6588,7,LGE_LGMP260,US,1,1978,0.0,40,0,1,0,0.05405405405,0.1081081081,0.0,74,LGE,0,7,0,0,1,0,0,True,komistplay-i273c86cadeb95ca,YeahMobi,Yeahmobi,,
1325,id85774,7,samsung_SM-S337TL,US,1,1974,0.0,44,0,0,0,0.020408163269999998,0.2040816327,0.0,49,samsung,0,7,0,0,1,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1326,id7546,8.1.0,HUAWEI_DUA-L22,FI,0,2000,0.0,18,0,1,1,0.0,0.3272727273,0.0,55,HUAWEI,0,8,0,0,0,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1327,id1920,5.1.1,samsung_SM-G531F,FR,0,1988,0.0,30,0,0,0,0.0,0.0,0.0,26,samsung,0,5,0,0,0,0,1,False,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1328,id126302,8.1.0,LGE_LM-X210(G),US,0,2003,0.0,15,0,1,1,0.0,0.07317073171,0.0,41,LGE,0,8,0,0,0,1,0,False,komistplay-i27756399aaf0e5a,UnityAds - Android,Unity,,
1329,id58156,7.1.1,ZTE_Z899VL,US,0,1995,0.0,23,0,3,0,0.0,0.2162162162,0.0,37,ZTE,0,7,0,0,0,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1330,id68914,8.1.0,OPPO_CPH1879,SG,0,1999,0.0,19,0,1,0,0.006134969325,0.1165644172,0.0,163,OPPO,0,8,0,0,0,1,0,False,574253038517356133,Facebook,Play Games. Earn Money.,,
1331,id96904,7,LGE_LGL84VL,US,1,1989,0.0,29,0,0,0,0.05555555556,0.05555555556,0.0,18,LGE,0,7,0,0,1,0,0,True,601861857439464606,B6KxQSTs2,,,
1332,id4664,8.0.0,samsung_SM-G930F,DE,0,1988,0.0,30,0,3,2,0.051948051950000004,0.07792207792,0.0,77,samsung,0,8,0,0,0,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1333,id121918,8.0.0,samsung_SM-G960U,US,0,2000,0.0,18,2,0,0,0.006097560976,0.12804878050000001,2.0,164,samsung,0,8,1,1,0,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1334,id141237,8.0.0,samsung_SM-J337P,US,1,2000,0.0,18,0,0,1,0.0,0.09756097561,0.0,41,samsung,0,8,0,0,1,1,0,True,komistplay-i272fc84fda669f3,Fyber - Android,Fyber,,
1335,id2541,8.0.0,motorola_moto e5 cruise,US,1,1948,0.0,70,0,2,0,0.03125,0.15625,0.0,64,motorola,0,8,0,0,1,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1336,id57763,8.0.0,samsung_SM-G955F,FR,0,1997,0.0,21,0,2,2,0.1557377049,0.14754098359999998,0.0,122,samsung,0,8,0,0,0,1,1,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1337,id52039,8.0.0,HUAWEI_ANE-LX1,GB,0,2000,0.0,18,0,0,0,0.0,0.0625,0.0,32,HUAWEI,0,8,0,0,0,1,0,True,komistplay-i277fc4c38ac926c,Bidalgo - Instagram,Default Facebook,,
1338,id16193,8.0.0,samsung_SM-A520F,FR,1,1996,0.0,22,0,1,0,0.0,0.09243697479,0.0,119,samsung,0,8,0,0,1,1,1,True,623950135663567933,0T613cWy0,,,
1339,id102114,4.4.2,samsung_SCH-I535,US,0,1966,0.0,52,0,0,0,0.0,0.03703703704,0.0,54,samsung,0,4,0,0,0,0,0,False,komistplay-i272fc84fda669f3,Fyber - Android,Fyber,,
1340,id87089,6,HUAWEI_PLK-L01,FI,0,1996,0.0,22,0,2,0,0.0,0.2424242424,0.0,33,HUAWEI,0,6,0,0,0,0,0,False,,,,,
1341,id11811,8.0.0,motorola_moto e5 cruise,US,1,2004,0.0,14,0,1,0,0.03921568627,0.2156862745,0.0,51,motorola,0,8,0,0,1,1,0,False,,,,,
1342,id3794,8.0.0,samsung_SM-G935U,US,1,1996,0.0,22,0,4,1,0.01204819277,0.1927710843,0.0,83,samsung,0,8,0,0,1,1,0,True,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
1343,id140062,8.1.0,LGE_LG-Q710AL,US,1,1975,0.0,43,0,2,2,0.1339285714,0.20535714289999998,0.0,112,LGE,0,8,0,0,1,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1344,id112781,8.1.0,OPPO_CPH1879,SG,0,1991,0.0,27,0,2,0,0.004739336493,0.1327014218,0.0,211,OPPO,0,8,0,0,0,1,0,False,574253038517356133,Facebook,Play Games. Earn Money.,,
1345,id85451,8.1.0,LGE_LM-Q710(FGN),US,0,2003,0.0,15,0,1,0,0.07272727272999999,0.10909090910000001,0.0,55,LGE,0,8,0,0,0,1,0,False,576465400783883159,Facebook,Gamer Giftcards,,
1346,id4463,9,samsung_SM-N960U,US,1,1968,0.0,50,0,3,3,0.1036036036,0.0990990991,0.0,222,samsung,0,9,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1347,id62370,7,samsung_SM-J327T1,US,0,1997,0.0,21,0,4,1,0.01587301587,0.3174603175,0.0,63,samsung,0,7,0,0,0,0,0,True,komistplay-i2748777614c52b2,Google Adwords,Google UAC,,
1348,id4443,8.1.0,HUAWEI_COL-L29,GB,0,1995,0.0,23,0,4,1,0.016949152539999998,0.37288135590000004,0.0,59,HUAWEI,0,8,0,0,0,1,0,True,603985137566675373,rfynT0TeO,,,
1349,id10966,6.0.1,samsung_SM-S727VL,US,1,1975,0.0,43,0,0,1,0.0243902439,0.1951219512,0.0,41,samsung,0,6,0,0,1,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1350,id11518,8.1.0,HUAWEI_INE-LX2,SG,0,1999,0.0,19,0,3,1,0.03448275862,0.1206896552,0.0,58,HUAWEI,0,8,0,0,0,1,0,False,574253038517356133,Facebook,Play Games. Earn Money.,,
1351,id63521,8.0.0,samsung_SAMSUNG-SM-G891A,US,0,1995,0.0,23,0,4,2,0.008928571429,0.0625,0.0,112,samsung,0,8,0,0,0,1,0,True,576465400783883159,Facebook,Gamer Giftcards,,
1352,id83834,5.1.1,LGE_LGMS330,US,0,1998,0.0,20,0,5,0,0.0,0.425,0.0,40,LGE,0,5,0,0,0,0,0,True,,,,,
1353,id62408,8.0.0,samsung_SM-N950F,DK,0,1994,0.0,24,0,0,0,0.04347826087,0.03726708075,0.0,161,samsung,0,8,0,0,0,1,0,True,578274137794105583,Facebook,Play Games Earn Money,,
1354,id76040,7,HUAWEI_PRA-LX1,FI,0,1983,0.0,35,0,0,0,0.0,0.11111111109999999,0.0,18,HUAWEI,0,7,0,0,0,0,0,False,578273416764105287,Facebook,Gamer Giftcards,,
1355,id9391,8.0.0,samsung_SM-G930F,NO,1,2006,0.0,12,0,3,1,0.0,0.149068323,0.0,161,samsung,0,8,0,0,1,1,0,True,578274137794105583,Facebook,Play Games Earn Money,,
1356,id129451,8.0.0,samsung_SM-N950U,US,1,1977,0.0,41,0,10,2,0.05076142132,0.19289340100000002,0.0,394,samsung,0,8,0,0,1,1,0,True,568854315415129371,Facebook,Amazon,,
1357,id1553,7,LGE_LG-M257,US,1,1983,4.0,35,0,5,1,0.0,0.4418604651,0.0,43,LGE,0,7,0,0,1,0,0,False,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
1358,id92097,8.1.0,Alcatel_A502DL,US,1,1981,0.0,37,0,2,1,0.03278688525,0.1803278689,0.0,61,Alcatel,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1359,id9023,7.1.1,Google_Pixel XL,FR,0,1978,0.0,40,0,2,0,0.0,0.1578947368,0.0,19,Google,0,7,0,0,0,0,1,True,,,,,
1360,id131129,6.0.1,samsung_SM-S727VL,US,0,1986,0.0,32,0,3,1,0.054794520549999996,0.1506849315,0.0,73,samsung,0,6,0,0,0,0,0,True,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
1361,id18827,7.1.1,samsung_SM-T560NU,CA,0,2000,0.0,18,0,3,1,0.0,0.07692307692000001,0.0,39,samsung,0,7,0,0,0,0,0,False,573880939902959083,Facebook,Fortnite,,
1362,id31471,7.1.1,samsung_SAMSUNG-SM-T377A,US,1,1952,0.0,66,0,2,1,0.02325581395,0.11627906980000001,0.0,43,samsung,0,7,0,0,1,0,0,True,,,,,
1363,id111850,8.0.0,samsung_SM-G935T,US,1,1993,0.0,25,0,1,2,0.0,0.06338028169,0.0,142,samsung,0,8,0,0,1,1,0,True,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
1364,id31792,7,AlcatelOneTouch_5049Z,US,0,1992,0.0,26,0,1,0,0.0,0.046153846150000004,0.0,65,AlcatelOneTouch,0,7,0,0,0,0,0,True,,,,,
1365,id78717,7.1.2,LGE_LG-SP200,US,0,1995,0.0,23,0,1,2,0.0,0.060606060610000005,0.0,33,LGE,0,7,0,0,0,0,0,False,,,,,
1366,id26604,8.0.0,samsung_SM-G955U,US,1,1981,0.0,37,0,3,2,0.04545454545,0.07272727272999999,0.0,110,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1367,id43714,7,LGE_LGLS775,US,1,1962,0.0,56,0,0,0,0.0,0.11111111109999999,0.0,27,LGE,0,7,0,0,1,0,0,True,komistplay-i278eaa8ea548364,TapJoy - Android,Tapjoy,,
1368,id94086,9,Google_Pixel 2 XL,US,1,1971,0.0,47,0,0,1,0.2162162162,0.0990990991,0.0,111,Google,0,9,0,0,1,1,0,True,,,,,
1369,id106370,6,Xiaomi_Redmi Note 4,FI,0,1996,0.0,22,0,1,1,0.07368421052999999,0.1263157895,0.0,95,Xiaomi,0,6,0,0,0,0,0,False,,,,,
1370,id69941,7,LGE_LG-V533,CA,1,1977,0.0,41,0,5,0,0.0625,0.203125,0.0,64,LGE,0,7,0,0,1,0,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1371,id33885,7.1.1,ZTE_K88,US,0,1990,0.0,28,0,1,1,0.018867924530000003,0.11320754720000001,0.0,53,ZTE,0,7,0,0,0,0,0,False,512399732703117729,Facebook,Play Games. Earn Money.,,
1372,id100486,8.0.0,HUAWEI_CMR-W09,GB,0,1979,0.0,39,0,2,1,0.020833333330000002,0.20833333329999998,1.0,96,HUAWEI,0,8,1,0,0,1,0,False,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1373,id13491,7.1.1,ZTE_Z965,US,1,1962,0.0,56,0,0,0,0.0,0.04255319149,0.0,47,ZTE,0,7,0,0,1,0,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1374,id39347,8.0.0,samsung_SM-G950U,US,1,1978,0.0,40,0,0,0,0.058139534879999996,0.11627906980000001,0.0,86,samsung,0,8,0,0,1,1,0,True,komistplay-i27ca6ba3e32c55c,Bidalgo - Facebook,Bidalgo Facebook,,
1375,id57244,8.0.0,samsung_SM-A520W,CA,1,1963,0.0,55,0,0,0,0.06,0.08,0.0,50,samsung,0,8,0,0,1,1,0,True,616918641526812993,HJJtV9EYr,,,
1376,id77074,8.1.0,LGE_LM-Q710(FGN),US,1,1991,0.0,27,0,6,0,0.02222222222,0.1777777778,0.0,45,LGE,0,8,0,0,1,1,0,False,komistplay-i27bfe4daaba1aa4,Facebook,Facebook,,
1377,id118183,8.0.0,samsung_SM-G960U,US,0,1991,0.0,27,0,6,3,0.03260869565,0.1195652174,0.0,92,samsung,0,8,0,0,0,1,0,True,komistplay-i278aa7320f12d13,Fluent,LLC,Fluent,
